id,title,authors,genre,isbn,num_pages,publisher,publication_date,price
1098,Love Song of the Little Bear,Margaret Wise Brown,unknown,1472392183,32,Parragon,2016-01-12,46.25
1099,"How Postmodernism Serves (My) Faith: Questioning Truth in Language, Philosophy and Art",Crystal L. Downing,unknown,0830827587,240,IVP Academic,2006-05-15,12.5
1100,"Hide and Seek (Inspector Rebus, #2)",Ian Rankin,mystery,0312963971,224,St. Martin's Paperbacks,1997-12-15,9.25
1101,A Primer on Postmodernism,Stanley J. Grenz,history,0802808646,204,Eerdmans,1996-02-06,20.5
1102,Introducing Postmodernism,"Richard Appignanesi,Chris Garratt,Ziauddin Sardar,Patrick Curry",history,1840465751,176,Icon Books Ltd,2000-12-15,49.0
1103,The Apprentice Witch,James  Nicol,fantasy,1910655155,352,Chicken House Books,2016-07-07,30.75
1104,La Opera Secreta: Mozart y La Partitura Masonica,Javier Urzay Ramirez,unknown,8483650231,355,Suma de Letras,2007-01-01,5.5
1105,Company Parade,"Storm Jameson,Elaine Feinstein",fiction,0140161201,345,Virago Modern Classics,1985-11-06,21.75
1106,My Life as a Freak Magnet,Sean A. Leary,unknown,0977281949,172,Dreams Reach Productions,2008-11-11,48.75
1107,"Girl Geek (Gaming the System, #0.5)",Brenna Aubrey,romance,nan,167,Silver Griffon Associates,2017-08-13,12.5
1108,Crepuscule W/ Nellie,Joe Milazzo,fiction,nan,407,Jaded Ibis Productions,2014-11-01,40.25
1109,A Desperate Fortune,Susanna Kearsley,romance,1451673833,480,Simon & Schuster Canada,2015-04-21,35.0
1110,The Robert Sheckley Omnibus,Robert Sheckley,fiction,0140039821,392,Penguin,1975-05-29,41.25
1111,Operating Systems: Internals and Design Principles,William Stallings,science,0136006329,822,Prentice Hall,2008-04-09,29.5
1112,Reviving the Ancient Faith: The Story of Churches of Christ in America,Richard T. Hughes,history,0802840868,448,William B. Eerdmans Publishing Company,1996-01-12,46.0
1113,Tom Thomson: Artist of the North (Quest Library),Wayne Larsen,unknown,1554887720,189,Dundurn Group Ltd,2011-01-18,43.75
1114,The Secrets of College Success,"Lynn F. Jacobs,Jeremy S. Hyman",unknown,nan,226,Jossey-Bass,2010-06-17,48.5
1115,Canciones populares árabes,Serafin Fanjul,unknown,8440092660,145,Revista Almenara,1975-11-20,11.75
1116,Max and Menna,Shauna Kelley,fiction,0984462740,208,Lucky Press,2010-11-01,39.75
1117,Shingon Refractions: Myoe and the Mantra of Light,Mark Unno,unknown,0861713907,352,Wisdom Publications,1997-06-09,46.0
1118,Bob's Burgers: Pan Fried,"Jeff Drake,Brian Hall,Rachel Hastings,Anthony Aguinaldo,Marcelo Benavides,Tom Connor",unknown,152410048X,120,Dynamite Entertainment,2016-07-19,32.25
1119,Winter Stars,Larry Levis,fiction,0822953684,104,University of Pittsburgh Press,1985-03-31,36.0
1120,Im Great Priest Imhotep Vol 3,Makoto Morishita,unknown,nan,200,Ki-oon,2017-07-06,36.25
1121,Arcadia: Una tragedia moderna,Samantha Devin,fantasy,8401335876,411,Plaza & Janes Editories Sa,2006-05-30,35.0
1122,Psychotic Reactions and Carburetor Dung: The Work of a Legendary Critic: Rock'N'Roll as Literature and Literature as Rock  'N'Roll,Lester Bangs,fiction,0804150168,416,Anchor,2013-09-04,38.25
1123,حرية الاعتقاد في القرآن الكريم والسنة النبوية,Hsn bn frHn lmlky,history,nan,180,www.al-maliky.com,2012-08-18,43.5
1124,"Dixie Lullaby: A Story of Music, Race, and New Beginnings in a New South",Mark Kemp,history,0820328723,328,University of Georgia Press,2006-09-25,13.0
1125,The Wind River Kid,Will Cook,unknown,0708976964,368,Ulverscroft,2005-12-02,32.5
1126,Love's Reward,Susanne  Dietze,unknown,nan,67,Forget Me Not Romances,2017-03-10,48.75
1127,You,Joanna Briscoe,fiction,1408821923,357,Bloomsbury Publishing PLC,2012-05-01,17.75
1128,Scholar: The Fourth Book of the Imager Portfolio,L.E. Modesitt Jr.,fantasy,0765329557,512,Tor Books,2011-11-08,26.0
1129,"The Minish Cap (The Legend of Zelda, #5)","Akira Himekawa,Argimiro Sancho",fantasy,nan,192,Norma,2010-06-25,17.75
1130,Ramona,Helen Hunt Jackson,fiction,038000383X,352,Avon,1976-07-01,36.75
1131,What the Spell,Brittany Geragotelis,fantasy,1471117081,320,Simon & Schuster UK,2013-01-31,33.25
1132,Update,"Bill Kennedy,Darren Wershler",unknown,0981248861,79,Snare Books,2010-10-10,27.25
1133,Hover,Erin   Malone,unknown,1939678137,74,Tebot Bach Press,2015-03-03,26.5
1134,L'unico giorno facile,R.J. Scott,romance,1785640178,125,Smashwords Edition,2015-07-03,19.25
1135,October Heat,Gordon Demarco,fiction,0861047443,190,Pluto Pr,1984-06-01,33.75
1136,"A Catered Christmas Cookie Exchange (A Mystery with Recipes, #9)",Isis Crawford,mystery,0758274890,320,Kensington,2013-10-29,13.5
1137,"Trust: A New Beginning (Trust Trilogy, #1)",Cristiane Serruya,romance,1480236292,464,CreateSpace,2012-11-14,49.75
1138,"A Thousand Pieces of You (Firebird, #1)","Claudia Gray,Tavia Gilbert",fiction,0062376543,9,HarperTeen,2014-11-04,49.75
1139,The Green And Virtual Data Center,Greg Schulz,unknown,nan,396,Auerbach Publications,2012-09-13,16.25
1140,It Blows You Hollow,Diane Seuss-Brakeman,unknown,0932826652,67,New Issues Poetry & Prose,1998-11-01,10.5
1141,"The Rake (Davenport, #2)",Mary Jo  Putney,romance,nan,352,Zebra Books,2012-03-27,12.75
1142,Plegarias nocturnas,Santiago Gamboa,fiction,8439725574,286,Mondadori,2012-04-26,10.25
1143,Den amerikanska flickan,Monika Fagerholm,fiction,9100105910,491,Albert Bonniers forlag,2005-01-01,42.25
1144,"No Sweeter Ecstasy (Aragon Family, #2)",Phoebe Conn,romance,0821730649,448,Zebra,1990-07-01,24.0
1145,"Bleach, Volume 39",Tite Kubo,fantasy,142153598X,200,VIZ Media LLC,2012-04-03,22.25
1146,Above the Stars,D. Wijaya,romance,nan,248,"Ice Cube, KPG",2015-06-22,9.0
1147,Red Flags or Red Herrings?: The Telltale Signs That Predict Your Child's Future,Susan Engel,unknown,1439150133,288,Atria Books,2013-02-01,33.75
1148,"Poisoned Web (Deizian Empire, #2)",Crista McHugh,fantasy,1940559995,278,Crista McHugh,2013-11-11,9.75
1149,Hot Countries: A Travel Book,Alec Waugh,unknown,1448201411,260,Bloomsbury Reader,2011-10-28,44.0
1150,For Your Eyes Only (James Bond #8),Ian Fleming,mystery,0141002905,240,Penguin Books,2002-04-04,30.0
1151,"Third Girl (Hercule Poirot, #35)",Agatha Christie,mystery,0062073761,275,William Morrow Paperbacks,2011-06-14,32.0
1152,The Woodcutter: A Novel,Reginald Hill,mystery,0062060848,528,Harper,2011-08-02,47.75
1153,Goa ou o Guardião da Aurora (The Sephardic Cycle #3),Richard Zimler,fiction,9727921450,400,Gotica,2005-07-26,15.25
1154,The Accidental American: Immigration and Citizenship in the Age of Globalization,"Rinku Sen,Fekkak Mamdouh",unknown,1576754383,248,Berrett-Koehler Publishers,2008-09-01,11.0
1155,Asasin la feminin (Alina Marinescu #1),Monica Ramirez,romance,nan,464,Librex Publishing,2017-02-15,41.0
1156,"Dark Beauty (Seeker, #0.5)",Taryn Browning,fantasy,1463757239,54,Createspace,2011-07-30,25.75
1157,John Kobal Presents the Top 100 Movies,John Kobal,unknown,0452261465,144,Plume,1988-11-01,41.5
1158,Het vlinderhuis,Marcia Preston,fiction,nan,255,Harlequin Holland,2014-10-14,27.0
1159,"Last Seen in Massilia (Roma Sub Rosa, #8)",Steven Saylor,mystery,0312977875,288,Minotaur Books,2001-09-17,43.25
1160,"Riding Rebel (The Essien Trilogy, #3)",Kiru Taye,romance,1505822122,360,KT Books,2015-01-28,9.25
1161,A for Andromeda,"Fred Hoyle,John Elliot",fiction,0285635883,176,Souvenir Press,2012-09-01,32.0
1162,Best of Gretta Anna with Martin Teplitzky,"Gretta Anna,Martin Teplitzky",unknown,1921383658,296,Penguin Random House Australia,2015-06-01,7.75
1163,Marxism: For and Against,Robert L. Heilbroner,history,0393951669,186,W.W. Norton & Company,1980-12-17,49.75
1164,Formas de Voltar para Casa,"Alejandro Zambra,Jose Geraldo Couto",fiction,8540506041,160,Cosac Naify,2014-03-11,33.5
1165,The 3 Big Questions for a Frantic Family: A Leadership Fable about Restoring Sanity to the Most Important Organization in Your Life,Patrick Lencioni,unknown,0787995320,221,Jossey-Bass,2008-09-01,16.25
1166,The Garden of God: Toward a Human Ecology,Pope Benedict XVI,unknown,0813225795,232,Catholic University of America Press,2014-04-04,30.0
1167,Much Ado About Felines (Whales and Tails #4),Kathi Daley,mystery,1512333433,256,Kathi Daley Books,2015-07-15,41.25
1168,"A Thousand Deadly Kisses (A Justice and Mercy Mystery, Book 2)",Britni Patterson,mystery,nan,250,Maplebonnet Publishing,2014-12-18,48.0
1169,Rwanda,Noah Berlatsky,unknown,0737772328,240,Greenhaven Press,2015-06-01,45.25
1170,Scripture from the Past (Alkoryn Chronicles #1),C.J. Gleave,fiction,1782798382,246,Cosmic Egg Books,2015-04-24,43.0
1171,Kiss Me Like You Mean It,Chris Chibnall,unknown,1840022361,72,Oberon Books,2002-04-01,26.5
1172,"The Noble Gases: Helium, Neon, Argon, Krypton, Xenon, Radon",Adam Furgang,science,1435835581,48,Rosen Central,2010-01-01,15.0
1173,Il manichino,"S.L. Grey,Marco Ceragioli",fiction,8854141542,352,Newton Compton,2012-09-27,11.5
1174,My First Farm Touch and Feel Farm,Anne Millard,unknown,0789485249,12,DK Children,2002-02-27,7.25
1175,"Murder on the Minnesota (George Porter Dillman & Genevieve Masefield, #3)",Conrad Allen,mystery,0312280920,352,Minotaur Books,2002-01-15,44.5
1176,History of Modern World,Ranjan Chakrabarti,history,9380607504,430,Primus Books,2013-03-01,27.75
1177,"Severance (Volition, #2)",Shawn Kirsten Maravel,romance,1456551973,254,Createspace,2011-04-26,40.5
1178,نهاية الأخوان,`dl `mr,unknown,nan,1072,Hrwf mnthwr@ llnshr llktrwn~,2016-05-06,41.25
1179,Barchester Towers,"Anthony Trollope,Edward Ardizzone,John Sutherland,Michael Sadleir,Frederick Page",fiction,0199537658,610,Oxford University Press,2008-10-01,13.25
1180,Purge,"Sofi Oksanen,Lola Rogers",fiction,1848874758,390,Atlantic Books,2010-05-01,44.5
1181,An Introduction to Fiction,"X.J. Kennedy,Dana Gioia,Kate Chopin,Sandra Cisneros,Stephen Crane,William Faulkner,Charlotte Perkins Gilman,Nadine Gordimer,Nathaniel Hawthorne,Ernest Hemingway,Langston Hughes,Zora Neale Hurston,James     Baldwin,Shirley Jackson,Henry James,James Joyce,Franz Kafka,D.H. Lawrence,Ursula K. Le Guin,Doris Lessing,Jack London,Katherine Mansfield,Gabriel Garcia Marquez,Ambrose Bierce,Bobbie Ann Mason,Jorge Luis Borges,Raymond Carver,Willa Cather,John Cheever,Anton Chekhov,W. Somerset Maugham,Alice Munro,Joyce Carol Oates,Flannery O'Connor,Frank O'Connor,Tillie Olsen,Edgar Allan Poe,Katherine Anne Porter,Philip Roth,Isaac Bashevis Singer,John Steinbeck,Amy Tan,James Thurber,Leo Tolstoy,John Updike,Alice Walker,Eudora Welty,William Carlos Williams,Virginia Woolf,T.C. Boyle",fiction,0673525082,635,HarperCollins College Publishers,1995-01-01,5.5
1182,Connected: Curing the Pandemic of Everyone Feeling Alone Together,Erin Davis,unknown,1433682583,208,B Books,2014-07-01,42.5
1183,How to Read Literature,Terry Eagleton,unknown,0300190964,216,Yale University Press,2013-05-21,31.5
1184,Sextrology: The Astrology of Sex and the Sexes,"Stella Starsky,Quinn Cox",unknown,0060586311,560,William Morrow Paperbacks,2004-01-06,27.75
1185,"Caitlin's Book of Shadows (Antique Magic, #1.5)",Juli D. Revezzo,unknown,nan,76,Raven Queen Publications,2012-12-28,34.5
1186,The Corpse Washer,Sinan Antoon,fiction,0300190603,200,Yale University Press,2013-07-30,37.5
1187,Women Who Dare: Eleanor Roosevelt (Women Who Dare,Anjelina Michelle Keating,history,0764935437,64,Pomegranate Communications,2006-04-01,49.0
1188,America's Film Legacy: The Authoritative Guide to the Landmark Movies in the National Film Registry,Daniel Eagan,unknown,0826429777,848,Bloomsbury Academic,2009-11-26,13.5
1189,The Girl Who Owned a City,"O.T. Nelson,Dan Jolley,Joelle Jones,Jenn Manley Lee",fiction,0761356347,126,Graphic Universe,2012-01-01,14.5
1190,Paradox: Am Abgrund der Ewigkeit,Phillip P. Peterson,fiction,3404208439,480,"Bastei-Lubbe AG, Koln",2015-12-10,18.0
1191,"God Is an Englishman (Swann Saga, #1)",R.F. Delderfield,fiction,1402227221,656,Sourcebooks Landmark,2009-06-01,45.0
1192,Metropolitan Cow,Tim Egan,unknown,0395960592,32,HMH Books for Young Readers,1999-03-26,13.5
1193,Stolz und Vorurteil,"Jane Austen,Karin von Schwab",fiction,3954180154,495,Null Papier Verlag,2012-02-04,21.5
1194,A Mile From Ellington Station,Tim Egan,unknown,0618003932,32,HMH Books for Young Readers,2001-03-26,47.25
1195,Broederschap - Pleidooi voor Verbondenheid,Frans Timmermans,unknown,nan,62,Podium,2015-12-10,39.25
1196,The Pink Refrigerator,Tim Egan,unknown,0618631542,32,HMH Books for Young Readers,2007-04-09,36.25
1197,The Hawkweed Prophecy,Irena Brignull,fantasy,nan,320,Weinstein Books,2016-09-06,31.0
1198,Earth Quest - Earth Medicine: Revealing Hidden Treasures of the Native American Medicine Wheel - a Shamanic Way to Self-discovery,Kenneth Meadows,fiction,1852306688,352,Element,1996-07-04,38.5
1199,"Deceptive (Deceptive Series, #1)","M.D. Melai,C.S. Leigh",romance,1507829426,335,Createspace Independent Publishing Platform,2015-02-05,46.0
1200,"Trust Me, I'm Lying: Confessions of a Media Manipulator",Ryan Holiday,history,nan,270,Portfolio,2012-07-19,7.25
1201,"Cherokee Feast of Days, Volume II: Daily Meditations",Joyce Sequichie Hifler,unknown,157178053X,412,Council Oak Books,1996-06-01,5.25
1202,The Twelve Lives of Samuel Hawley,Hannah Tinti,fiction,1524756385,543,Random House Large Print Publishing,2017-03-28,37.25
1203,Hard To Love,Kimberley White,unknown,1585711284,220,Genesis Press,2004-11-01,46.5
1204,Life of Pi,Yann Martel,fantasy,0676973760,352,Knopf Canada,2001-09-11,25.5
1205,"Beyond Gatsby: How Fitzgerald, Hemingway, and Writers of the 1920s Shaped American Culture",Robert McParland,history,1442247088,274,Rowman & Littlefield Publishers,2015-04-16,40.0
1206,Capacity (AI Trilogy #2),Tony Ballantyne,fiction,0553589296,416,Spectra,2006-12-26,30.5
1207,Building Leadership Capacity in Schools,Linda Lambert,unknown,0871203073,136,Association for Supervision & Curriculum Development,1998-01-01,41.75
1208,Why?,"Tracey Corderoy,Tim Warnes",fiction,1589251687,32,Tiger Tales,2014-09-01,34.25
1209,When Grandma Saved Christmas,"Julia Hubery,Caroline Pedler",unknown,1589251644,32,Tiger Tales,2014-09-01,48.5
1210,Pirates Aren't Afraid of the Dark!,"Maudie Powell-Tuck,Alison Edgson",unknown,1589251652,32,Tiger Tales,2014-09-01,13.5
1211,"Meet Your Baker (A Bakeshop Mystery, #1)",Ellie Alexander,mystery,1250054230,320,St. Martin's Paperbacks,2014-12-30,11.0
1212,"Selfish, Shallow, and Self-Absorbed: Sixteen Writers on The Decision Not To Have Kids","Meghan Daum,Kate Christensen,Tim Kreider,Paul Lisicky,M.G. Lord,Rosemary Mahoney,Sigrid Nunez,Jeanne Safer,Lionel Shriver,Geoff Dyer,Danielle Henderson,Courtney Hodell,Anna Holmes,Elliott Holt,Pam Houston,Michelle Huneven,Laura Kipnis",unknown,1250052939,288,Picador,2015-04-01,19.0
1213,The Tragic Age,Stephen Metcalfe,fiction,1250054419,320,St. Martin's Griffin,2015-03-03,34.25
1214,Happy Life,David Budbill,unknown,1556593740,160,Copper Canyon Press,2011-07-12,37.75
1215,Boarding School Girls,Helen Eve,unknown,1447248503,384,Macmillan Children's Books,2015-01-01,20.75
1216,"The Patriot Threat (Cotton Malone, #10)",Steve Berry,fiction,1250056233,386,Minotaur Books,2015-03-31,6.75
1217,La progenie,"Guillermo del Toro,Chuck Hogan,Gaetano Luigi Staffilano",fiction,8804612045,407,Mondadori,2011-03-23,8.5
1218,The Trident Deception,Rick   Campbell,fiction,125006127X,608,St. Martin's Paperbacks,2015-02-03,26.0
1219,"Rough Justice (Sinner's Tribe Motorcycle Club, #1)",Sarah Castille,romance,1250056608,384,St. Martin's Paperbacks,2015-02-03,9.25
1220,Annihilators,"Dan Abnett,Tan Eng Huat,Andy Lanning,Timothy Green II",fiction,078516040X,184,Marvel,2011-09-14,5.5
1221,Decks 1-2-3: Design Build Maintain Repair,Home Depot,unknown,0696211858,192,Meredith Corporation,2001-04-01,8.75
1222,Deep Change: Discovering the Leader Within,Robert E. Quinn,unknown,0787902446,256,Jossey-Bass,1996-08-14,36.5
1223,The Missing Cupcake Mystery: with audio recording,"Tony Dungy,Lauren Dungy,Vanessa Brantley-Newton",mystery,1442454652,32,Simon Spotlight,2013-01-01,6.25
1224,While I Was Gone,"Sue Miller,Blair Brown",fiction,037541665X,0,Random House Audio,2000-05-23,22.0
1225,Writing with a Thesis: A Rhetoric and Reader,"Sarah E. Skwire,David Skwire",unknown,1413030823,327,Wadsworth Publishing Company,2007-05-10,16.25
1226,The Boy Who Cried Bigfoot!,Scott Magoon,fiction,1442468661,48,Simon  Schuster/Paula Wiseman Books,2013-02-05,41.5
1227,Songs of Love Lost and Found,"Jo Beverley,Robin Hobb,Jacqueline Carey,Tanith Lee,Cecelia Holland",fantasy,1476708851,136,Pocket Star,2012-11-20,9.0
1228,Catherine of Aragon,Alison Prince,history,1407120719,160,Scholastic,2010-08-02,30.75
1229,"Primperfect (Prim, #3)",Deirdre Sullivan,unknown,1908195908,280,Little Island,2014-06-09,49.75
1230,Shakespeare's Hamlet: The Manga Edition,"Adam Sexton,Tintin Pantoja,William Shakespeare",fiction,0470097574,192,Wiley Publishing,2008-02-11,5.25
1231,The Darkness that Comes Before,R. Scott Bakker,fantasy,0143012800,635,Penguin Canada,2004-04-13,42.75
1232,"L'Ordine della chiave (Black Friars, #0.5)",Virginia De Winter,fantasy,8864114696,450,Fazi,2012-04-30,42.75
1233,Red,John Logan,fiction,0822224836,45,Dramatists Play Service,2011-06-13,45.75
1234,The House of Mirth,"Edith Wharton,R.W.B. Lewis",fiction,0553213202,431,Bantam Classic,1984-03-01,28.5
1235,The Book of Spies,Gayle Lynds,fiction,0312946082,544,St. Martin's Paperbacks,2011-03-01,7.25
1236,Slam,"Nick Hornby,Nicholas Hoult",fiction,0143142836,6,Penguin Audio,2007-10-16,31.25
1237,"File M for Murder (Cat in the Stacks, #3)",Miranda James,mystery,0425246183,304,Berkley,2012-01-31,46.75
1238,"Once Shattered, Twice Shy",Benjamin Dahlbeck,romance,1632161230,102,Dreamspinner Press,2014-11-05,41.0
1239,The Mighty Miss Malone,Christopher Paul Curtis,fiction,0375897364,320,Wendy Lamb Books,2012-01-10,36.75
1240,I Bought a Mountain,Thomas Firbank,history,1871083052,256,Drake International Services,2000-03-01,8.25
1241,Parallels and Paradoxes: Explorations in Music and Society,"Daniel Barenboim,Edward Said",history,1400075157,208,Vintage,2004-03-09,40.25
1242,Valmouth and Other Novels,Ronald Firbank,fiction,0140180559,256,Penguin Classics,1992-09-01,7.0
1243,L'Etourdissement,Joel Egloff,fiction,2070311570,141,Gallimard,2006-08-01,44.0
1244,"The Big Sleep (Philip Marlowe, #1)","Raymond Chandler,Ian Rankin",mystery,0141037598,251,Penguin,2008-01-09,11.5
1245,Song of Solomon,Toni Morrison,fiction,0451152611,341,"Signet Book, New American Library (Mm)",1989-11-01,28.25
1246,Song of Solomon,Toni Morrison,fiction,0613014812,337,Turtleback Books,1987-09-01,30.5
1247,Britain And The First Carlist War,Alexander Gallardo,unknown,0848241754,339,Norwood Editions,1978-01-01,20.0
1248,"What This Cruel War Was Over: Soldiers, Slavery, and the Civil War",Chandra Manning,history,0307277321,368,Vintage,2008-03-11,41.25
1249,The Book of Sushi,"Kinjiro Omae,Yuzuru Tachibana",unknown,0870118668,127,Kodansha,1988-10-01,10.5
1250,Mermaids,"Lucy Middlemass,Evangeline Jennings,Simon Paul Wilson,Kay Want Cheung,Pippa Whitethorn,C.J. O'Shea,T.S.W. Sharman",unknown,1500350214,240,Starshy,2014-08-01,23.5
1251,Ride a Dark Horse,Laura Moore,romance,0743421620,448,Pocket Books,2001-05-23,20.5
1252,"Yours (Yours!verse, #1)",MashiarasDream,unknown,nan,23,Archive of Our Own,2015-04-12,29.75
1253,The Seagull,"Anton Chekhov,David French",fiction,0889223246,112,Talonbooks,1993-01-01,22.0
